2, 0
4, 2
6, 0
2, 0
10, 1
2, 0
6, 0
2, 3
7, 0
4, 0
4, 1
2, 0
4, 2
2, 0
6, 0
2, 0
3, 1
5, 1
7, 2
8, 0
4, 1
5, 0
6, 0
4, 0
2, 2
4, 0
4, 0
2, 0
7, 0
4, 0
5, 1
4, 0
4, 0
2, 0
4, 1
4, 2
4, 0
4, 0
6, 0
8, 0
4, 0
2, 0
2, 1
2, 0
4, 1
4, 1
5, 0
4, 0
4, 0
7, 1
2, 0
6, 0
2, 0
6, 0
8, 2
7, 2
4, 0
5, 0
4, 0
4, 0
5, 1
4, 0
2, 2
2, 0
2, 1
6, 0
7, 1
5, 2
6, 0
2, 0
9, 1
2, 0
4, 2
6, 0
7, 0
2, 0
4, 1
2, 1
4, 2
5, 0
7, 1
5, 0
4, 0
4, 0
5, 2
4, 0
4, 0
4, 0
7, 1
4, 0
4, 0
6, 0
2, 1
4, 0
6, 0
4, 2
2, 0
4, 0
7, 0
4, 0
3, 1
4, 0
4, 0
6, 0
3, 2
4, 0
5, 0
6, 0
5, 0
3, 1
4, 0
4, 0
4, 1
4, 0
7, 1
6, 0
2, 2
5, 0
5, 1
4, 0
2, 2
4, 1
4, 1
2, 0
3, 1
9, 1
4, 1
5, 2
4, 0
5, 0
4, 1
5, 1
6, 0
4, 0
2, 0
8, 1
2, 0
4, 0
5, 2
4, 0
5, 0
5, 1
7, 0
9, 1
7, 0
3, 1
9, 0
4, 0
6, 0
2, 1
10, 0
2, 2
2, 0
6, 0
4, 1
5, 0
6, 1
5, 0
4, 1
5, 1
5, 2
7, 8
8, 0
4, 0
4, 0
7, 0
6, 0
5, 0
6, 0
4, 1
4, 0
5, 0
6, 0
6, 1
4, 1
2, 0
5, 1
5, 0
5, 0
7, 1
4, 0
5, 0
4, 0
4, 1
5, 0
4, 1
4, 1
2, 0
5, 0
4, 1
5, 0
3, 1
5, 0
2, 0
5, 1
2, 0
7, 1
2, 0
2, 2
4, 0
5, 2
4, 1
2, 2
6, 0
4, 1
6, 0
5, 5
3, 2
8, 1
2, 1
3, 3
2, 2
4, 2
5, 3
4, 2
8, 2
5, 1
6, 3
8, 0
3, 2
5, 2
4, 1
2, 2
4, 0
5, 1
8, 2
6, 0
4, 1
6, 0
2, 2
2, 0
4, 0
5, 1
10, 0
2, 0
4, 2
2, 0
6, 0
4, 0
4, 0
3, 1
2, 2
4, 0
10, 1
6, 1
4, 0
3, 1
2, 2
5, 0
4, 0
6, 1
7, 0
8, 0
2, 2
5, 0
5, 1
2, 2
4, 0
2, 2
2, 0
3, 1
5, 2
4, 0
2, 0
8, 1
2, 1
4, 2
2, 0
7, 5
4, 0
6, 1
4, 2
5, 0
3, 1
4, 0
5, 2
5, 0
4, 0
5, 1
6, 2
4, 1
5, 1
5, 1
4, 0
3, 1
9, 1
4, 1
5, 2
4, 0
15, 3
4, 1
7, 0
5, 0
4, 1
4, 0
2, 1
7, 0
5, 0
2, 0
3, 2
5, 2
5, 1
2, 0
5, 1
2, 0
4, 1
8, 1
4, 2
2, 0
4, 1
5, 0
6, 1
5, 0
4, 1
5, 0
4, 1
4, 0
2, 0
4, 1
5, 1
2, 2
2, 2
5, 0
4, 1
4, 0
2, 2
4, 3
2, 0
4, 0
4, 0
4, 0
5, 1
2, 0
4, 1
4, 0
5, 3
5, 0
4, 0
4, 0
5, 1
2, 0
4, 0
4, 1
4, 0
5, 0
4, 0
4, 0
2, 1
7, 0
7, 2
4, 1
2, 0
4, 1
2, 0
4, 1
5, 2
4, 1
2, 2
4, 0
4, 0
3, 1
4, 1
4, 1
5, 2
4, 0
4, 0
7, 0
4, 1
4, 0
4, 1
9, 1
7, 0
4, 0
9, 0
4, 1
4, 0
5, 1
5, 0
6, 0
4, 0
2, 0
8, 1
4, 0
7, 2
5, 0
3, 1
4, 1
4, 1
4, 0
3, 3
2, 0
4, 0
3, 1
4, 1
3, 3
2, 0
4, 0
4, 1
4, 1
4, 0
2, 1
4, 2
2, 0
4, 0
4, 1
4, 0
4, 0
6, 1
4, 0
2, 0
9, 2
5, 1
6, 0
8, 1
4, 0
4, 0
3, 2
5, 2
9, 0
2, 2
2, 2
6, 0
4, 0
2, 0
3, 2
10, 0
3, 3
6, 0
5, 1
5, 0
6, 0
2, 2
4, 0
4, 0
5, 1
4, 0
4, 1
2, 2
4, 0
5, 0
6, 1
4, 1
4, 1
2, 0
10, 2
4, 1
2, 3
3, 5
4, 2
5, 2
11, 4
8, 0
7, 2
7, 1
5, 0
4, 1
5, 0
6, 0
5, 0
5, 2
5, 0
4, 0
4, 0
5, 1
4, 0
5, 0
4, 0
4, 1
4, 2
4, 0
8, 0
4, 0
2, 0
8, 1
4, 0
5, 1
4, 1
5, 0
4, 0
4, 0
5, 1
4, 0
4, 0
5, 1
6, 0
5, 0
2, 3
4, 0
6, 0
9, 0
4, 0
4, 1
5, 1
2, 2
4, 2
5, 0
4, 0
3, 1
4, 0
6, 1
5, 0
3, 1
4, 0
2, 0
7, 2
4, 0
2, 0
5, 0
2, 1
7, 0
4, 1
8, 0
2, 1
4, 0
2, 0
4, 0
4, 1
5, 0
5, 2
6, 0
2, 0
3, 1
4, 0
2, 1
5, 0
4, 0
4, 0
4, 1
4, 0
4, 1
4, 2
2, 0
4, 0
5, 1
4, 0
2, 0
4, 0
4, 0
4, 2
7, 0
5, 0
2, 0
4, 0
3, 1
4, 0
7, 0
6, 0
2, 1
7, 0
4, 1
4, 0
4, 0
2, 0
4, 0
8, 1
2, 0
7, 1
6, 0
5, 0
7, 0
3, 1
5, 0
5, 2
4, 2
4, 0
4, 0
3, 1
4, 1
4, 1
4, 1
3, 3
7, 2
4, 0
4, 0
2, 0
4, 0
5, 1
4, 0
2, 0
8, 2
4, 0
2, 0
2, 0
8, 1
2, 0
6, 0
2, 1
4, 2
9, 0
4, 0
2, 0
4, 0
3, 1
4, 0
6, 0
4, 0
3, 2
5, 0
2, 0
3, 1
2, 1
6, 0
4, 0
4, 0
4, 1
4, 2
7, 0
3, 1
4, 1
4, 1
4, 1
4, 0
4, 0
4, 1
2, 2
6, 0
4, 0
3, 1
4, 0
4, 0
6, 0
4, 0
7, 0
4, 2
5, 0
4, 0
7, 0
4, 0
10, 1
2, 0
6, 0
4, 0
4, 1
4, 2
8, 0
2, 0
6, 0
2, 0
5, 1
2, 0
4, 0
9, 2
4, 0
2, 0
4, 1
2, 0
4, 1
4, 0
5, 3
4, 0
5, 0
3, 1
4, 1
4, 1
4, 0
2, 0
7, 1
5, 1
4, 2
4, 0
4, 0
4, 1
5, 0
5, 0
4, 0
8, 1
4, 0
5, 0
4, 2
4, 0
2, 0
5, 0
8, 1
7, 1
2, 0
8, 1
5, 0
2, 1
4, 0
4, 0
2, 2
6, 0
5, 0
3, 1
4, 0
4, 0
4, 1
5, 0
4, 0
5, 0
8, 1
5, 1
4, 0
4, 2
4, 0
4, 0
2, 0
4, 0
8, 1
4, 0
7, 0
2, 0
4, 2
7, 0
4, 0
5, 0
2, 0
5, 1
4, 0
2, 0
4, 0
4, 1
2, 2
4, 0
4, 0
7, 0
2, 0
4, 0
8, 1
7, 0
5, 0
9, 2
8, 0
4, 0
5, 1
5, 0
6, 0
2, 1
4, 0
2, 0
4, 1
4, 2
10, 2
6, 0
4, 1
4, 0
4, 2
4, 1
4, 1
5, 0
2, 2
6, 1
2, 0
5, 2
2, 0
6, 0
10, 1
8, 1
5, 2
5, 0
2, 0
5, 1
2, 0
4, 1
7, 1
2, 0
4, 0
3, 1
2, 2
6, 0
6, 0
10, 2
4, 2
2, 2
4, 0
4, 0
2, 2
7, 1
4, 2
4, 0
4, 2
7, 0
4, 1
5, 2
4, 0
7, 0
4, 1
5, 3
6, 0
6, 0
8, 0
6, 0
4, 0
3, 1
5, 0
4, 0
4, 2
6, 0
4, 0
2, 0
4, 0
5, 1
2, 0
5, 1
6, 0
4, 0
4, 2
4, 0
2, 0
8, 1
4, 0
3, 2
4, 0
4, 0
5, 1
2, 0
4, 1
4, 0
4, 0
4, 2
5, 1
6, 0
3, 2
4, 1
4, 1
6, 0
4, 1
6, 0
5, 2
6, 0
2, 0
8, 1
2, 2
5, 0
5, 1
2, 1
5, 0
4, 1
4, 0
8, 2
6, 0
2, 0
2, 1
9, 1
7, 1
2, 0
4, 0
4, 1
4, 0
5, 0
3, 1
4, 2
7, 0
4, 1
4, 2
5, 0
6, 0
2, 0
5, 1
2, 1
5, 2
5, 0
4, 0
6, 0
5, 2
10, 0
4, 1
4, 0
4, 2
4, 0
2, 0
9, 1
2, 1
2, 0
9, 1
4, 0
4, 0
6, 0
5, 2
4, 0
6, 0
2, 0
4, 0
10, 1
5, 0
7, 1
4, 0
6, 0
4, 0
5, 0
12, 1
7, 0
3, 2
4, 0
3, 1
4, 0
5, 1
4, 0
2, 0
3, 2
2, 2
4, 0
6, 0
3, 3
4, 1
8, 1
3, 1
5, 0
4, 1
6, 0
6, 5
4, 0
8, 1
4, 1
2, 3
2, 1
2, 1
2, 0
3, 1
2, 1
7, 1
3, 2
5, 0
3, 1
2, 4
2, 1
4, 0
3, 1
8, 2
2, 0
3, 1
2, 3
6, 0
2, 0
4, 0
5, 1
4, 1
5, 0
7, 0
5, 1
4, 0
4, 0
2, 0
4, 2
2, 0
4, 0
4, 0
4, 0
5, 1
2, 0
4, 1
5, 3
5, 0
4, 0
5, 1
2, 0
4, 1
4, 0
6, 0
4, 0
4, 0
5, 1
4, 0
4, 0
4, 1
4, 1
2, 0
6, 0
2, 0
4, 0
5, 1
4, 0
5, 0
4, 0
2, 2
5, 0
4, 0
4, 0
5, 1
4, 0
7, 1
4, 1
4, 0
2, 2
2, 0
4, 0
3, 1
4, 0
5, 2
5, 0
4, 1
5, 1
4, 0
4, 0
3, 2
7, 3
7, 0
7, 1
4, 2
4, 0
6, 0
4, 0
2, 0
5, 0
9, 1
5, 0
5, 2
2, 0
4, 0
6, 0
4, 0
5, 1
5, 1
2, 0
3, 1
4, 1
7, 1
4, 2
8, 0
8, 1
2, 1
5, 0
7, 0
8, 1
4, 0
2, 0
3, 2
2, 2
4, 0
2, 0
7, 0
8, 1
4, 0
4, 0
4, 0
5, 1
2, 0
3, 1
6, 0
2, 0
6, 0
4, 0
6, 0
4, 1
2, 0
5, 0
6, 0
4, 1
4, 0
5, 2
7, 1
7, 1
4, 0
2, 0
4, 1
2, 0
4, 0
4, 1
7, 1
4, 2
4, 0
7, 0
2, 0
4, 1
2, 0
4, 0
6, 0
6, 1
4, 0
5, 0
9, 1
4, 0
4, 0
2, 2
7, 0
4, 0
4, 0
5, 1
2, 0
4, 0
4, 1
5, 2
7, 3
2, 0
4, 0
4, 0
4, 1
4, 1
5, 1
3, 3
4, 0
2, 0
6, 0
2, 0
12, 1
2, 0
4, 0
8, 1
2, 0
4, 2
2, 0
5, 1
5, 0
4, 0
6, 1
5, 0
2, 0
3, 1
5, 1
9, 1
5, 0
4, 1
4, 0
2, 2
2, 2
8, 3
7, 0
2, 0
6, 0
3, 1
6, 0
2, 1
4, 1
4, 3
5, 0
4, 0
4, 0
2, 0
8, 1
2, 0
4, 0
4, 1
4, 0
4, 0
2, 3
4, 0
4, 0
2, 0
8, 1
2, 0
4, 0
4, 0
7, 1
5, 0
4, 0
4, 0
4, 1
5, 0
9, 2
7, 0
2, 0
5, 1
2, 0
4, 1
2, 1
3, 3
5, 0
2, 0
3, 1
4, 0
4, 1
4, 0
7, 3
2, 0
2, 0
4, 0
4, 0
3, 1
4, 0
4, 1
2, 0
8, 1
2, 0
4, 0
4, 0
3, 1
6, 0
4, 0
2, 0
6, 1
2, 0
4, 0
4, 0
5, 1
5, 0
2, 1
7, 2
2, 0
4, 0
3, 1
4, 1
4, 1
2, 2
4, 0
2, 2
6, 0
4, 1
6, 0
2, 2
5, 0
2, 2
8, 1
5, 0
4, 0
6, 0
4, 2
11, 0
2, 0
8, 1
2, 0
5, 3
4, 0
6, 0
6, 0
4, 0
4, 0
4, 0
3, 1
2, 1
2, 1
4, 0
6, 0
6, 0
13, 1
2, 2
5, 1
4, 2
2, 2
5, 0
2, 3
6, 0
4, 0
4, 1
6, 0
6, 3
4, 1
2, 1
4, 0
9, 2
5, 0
3, 1
2, 2
5, 0
4, 0
9, 1
5, 0
4, 0
4, 0
4, 2
7, 0
4, 0
4, 0
4, 0
4, 0
10, 1
4, 0
4, 0
2, 0
4, 1
4, 0
4, 0
4, 0
4, 0
4, 0
6, 0
6, 1
5, 0
6, 0
4, 1
8, 1
4, 0
4, 0
4, 0
10, 1
4, 0
5, 0
4, 1
4, 0
2, 3
4, 0
2, 0
6, 0
6, 0
10, 1
4, 0
6, 0
4, 0
6, 0
6, 0
2, 1
5, 1
6, 0
5, 3
4, 0
7, 0
7, 1
4, 0
4, 0
6, 1
4, 0
4, 1
4, 0
2, 0
7, 0
4, 2
4, 0
2, 0
4, 0
2, 0
8, 1
2, 0
5, 1
8, 0
