6, 9
4, 6
4, 6
4, 4
7, 6
6, 6
4, 4
5, 2
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
6, 0
5, 3
9, 0
6, 0
5, 2
4, 6
4, 4
4, 6
4, 4
4, 4
7, 4
4, 5
4, 4
4, 4
4, 4
4, 4
6, 0
4, 6
4, 4
4, 4
4, 6
4, 4
5, 2
4, 6
5, 2
9, 0
4, 6
6, 6
4, 4
4, 6
4, 4
4, 4
4, 4
4, 4
4, 4
7, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 5
4, 4
4, 4
4, 4
4, 6
4, 4
5, 2
4, 4
9, 1
8, 4
5, 2
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
9, 0
4, 4
8, 2
6, 0
7, 4
4, 4
6, 6
5, 2
4, 5
4, 4
7, 4
5, 2
4, 4
7, 4
4, 4
4, 4
4, 6
4, 4
4, 4
4, 5
4, 4
4, 4
4, 4
4, 4
5, 2
4, 5
4, 4
4, 4
4, 4
4, 4
4, 4
7, 4
4, 4
4, 4
5, 2
7, 4
7, 6
4, 4
4, 4
4, 4
4, 6
5, 3
4, 4
4, 4
5, 2
10, 4
4, 4
4, 4
4, 4
4, 4
5, 2
10, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
6, 0
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
9, 0
4, 4
5, 2
4, 4
4, 4
5, 2
4, 4
4, 4
4, 6
4, 4
4, 4
6, 6
5, 2
4, 4
4, 6
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
8, 2
4, 4
4, 4
4, 5
4, 4
4, 4
5, 2
4, 4
7, 4
5, 2
4, 4
4, 4
4, 4
7, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
6, 0
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 5
4, 4
4, 4
4, 4
10, 4
4, 4
4, 4
5, 2
7, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
5, 2
4, 4
4, 4
7, 4
4, 4
4, 4
4, 4
6, 9
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
6, 6
6, 0
4, 4
4, 4
4, 4
4, 4
5, 2
7, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
7, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
6, 8
4, 4
7, 4
4, 4
4, 4
4, 4
5, 2
4, 4
7, 4
4, 4
4, 4
7, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
7, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
6, 0
7, 4
4, 4
4, 4
4, 4
4, 4
6, 6
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
5, 2
6, 0
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
5, 2
10, 4
4, 4
4, 4
4, 4
9, 0
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
7, 4
4, 4
7, 4
5, 2
4, 4
4, 4
4, 4
5, 2
5, 2
4, 4
4, 4
8, 2
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
6, 0
7, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
6, 6
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
5, 2
4, 4
5, 2
7, 4
4, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
5, 2
7, 4
7, 4
4, 4
4, 4
4, 4
5, 2
5, 2
4, 4
4, 4
4, 4
4, 4
4, 4
6, 6
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
8, 2
4, 4
7, 4
4, 4
4, 4
4, 4
4, 4
5, 2
5, 2
4, 4
4, 4
4, 4
4, 4
5, 2
4, 4
4, 4
4, 4
5, 2
4, 4
5, 2
4, 4
4, 4
4, 4
4, 4
7, 4
4, 4
4, 4
4, 4
4, 4
4, 4
5, 2
